"ID",Reference,Component,Use Case,Threat,Name,Description,State,Test Result
3b70d05e-fe9f-4592-8796-ef7a34a16eed,C-AZURE-IOT-EDGE-CNT-02,EdgeRuntime,Information Disclosure,Insufficient encryption of data at rest,Enable encryption at rest,"<section>
    <p>To ensure that all data stored on Azure IoT Edge devices is encrypted at rest and protected from unauthorized access, follow the step-by-step guidance below using Azure's built-in encryption capabilities:</p>
    
    <ol>
        <li>
            <p>Before deploying Azure IoT Edge on your devices, ensure they support encryption at rest. This typically involves a hardware security module (HSM) or a Trusted Platform Module (TPM) for secure key storage:</p>
            <ul>
                <li>Check the device’s compatibility with encryption standards and assess whether a software-based encryption approach is necessary if hardware encryption is unavailable.</li>
            </ul>
        </li>
        <li>
            <p>Install Azure IoT Edge on your devices:</p>
            <ul>
                <li>Follow the instructions provided by Microsoft to set up the IoT Edge runtime on your equipment. Detailed setup instructions can be found <a href=""https://learn.microsoft.com/en-us/azure/iot-edge/how-to-install-iot-edge"">here</a>.</li>
            </ul>
        </li>
        <li>
            <p>Implement data encryption for modules running on IoT Edge. Use the following guidelines:</p>
            <ul>
                <li>Leverage Azure Storage account in the cloud or use Azure Blob Storage on IoT Edge. Both support server-side encryption at rest with either Microsoft-managed keys or customer-managed keys using Azure Key Vault.</li>
                <li>For data stored locally, consider utilizing BitLocker (on Windows-based IoT Edge devices) or the LUKS (Linux Unified Key Setup) encryption on Linux devices.</li>
                <li>When using Azure Blob Storage on IoT Edge, ensure that encryption features are enabled through the Azure portal or Azure CLI.</li>
            </ul>
        </li>
        <li>
            <p>Enable double encryption if needed for highly sensitive data:</p>
            <ul>
                <li>Optionally employ client-side encryption before sending data to Azure Blob Storage, ensuring another layer of protection by encrypting data with Azure's Storage Client Library before upload.</li>
            </ul>
        </li>
        <li>
            <p>Regularly review and update security policies and ensure that all software components of your IoT Edge deployments are kept up to date with security patches:</p>
            <ul>
                <li>Monitor for updates or vulnerabilities reported by Microsoft and relevant industry standards regarding encryption technologies.</li>
                <li>Implement automated update systems where possible to minimize the risk of outdated software exposing encryption keys or data.</li>
            </ul>
        </li>
    </ol>
</section>
<p><strong>References</strong></p>
<ul>
    <li><a href=""https://learn.microsoft.com/en-us/azure/iot-edge/security"">Azure IoT Edge Security</a></li>
    <li><a href=""https://learn.microsoft.com/en-us/azure/storage/common/storage-service-encryption"">Azure Storage Service Encryption</a></li>
    <li><a href=""https://learn.microsoft.com/en-us/azure/security/fundamentals/encryption-atrest"">Azure Encryption of Data at Rest</a></li>
    <li><a href=""https://learn.microsoft.com/en-us/azure/key-vault/general/overview"">Azure Key Vault Overview</a></li>
</ul>",recommended,not-tested
3beedd62-fad2-490d-9b52-2c52fc332d22,C-AZURE-APPLICATION-INSIGHTS-CNT-01,Azure Application Insights,Repudiation,Exploitation of insufficient logging and monitoring,Enable diagnostic logs auditing for Microsoft Azure,"<p>Implementing effective countermeasures in Azure Application Insights is crucial for ensuring the security and reliability of your application monitoring. Although no default action may be necessary, it is important to consider the following steps to enhance security:</p><p><strong>Review Current Configurations:</strong></p><p>Examine existing Application Insights configurations within your Azure portal to understand the baseline settings and identify any potential exposures. Follow these steps to review configurations:</p><ul><li>Log in to the Azure portal.</li><li>Navigate to your Application Insights resource.</li><li>Access 'Overview' and 'Settings' sections to evaluate current configurations.</li></ul><p><strong>Enable Access Control:</strong></p><p>Utilize Role-Based Access Control (RBAC) to restrict access based on the principle of least privilege by following these steps:</p><ul><li>Navigate to your Application Insights resource in the Azure portal.</li><li>Select 'Access control (IAM)'.</li><li>Assign roles appropriate to users, ensuring only necessary roles are provided.</li></ul><p><strong>Implement IP Restrictions:</strong></p><p>Safeguard data from unauthorized network access by configuring IP restrictions:</p><ul><li>Go to the 'Networking' section of your Application Insights resource.</li><li>Add specific IP addresses or ranges that are permitted to access these resources.</li><li>Save your configuration to enforce the IP restrictions.</li></ul><p><strong>Use Diagnostic Logs:</strong></p><p>Enable and regularly review diagnostic logs to monitor access and usage patterns:</p><ul><li>Navigate to the 'Monitoring' section in Azure portal.</li><li>Select 'Logs' and configure diagnostics settings as required.</li><li>Set up alerts for any unusual activity patterns detected in the logs.</li></ul><p><strong>Ensure Data Encryption:</strong></p><p>Verify that data is encrypted both in transit and at rest, and ensure alignment with security standards:</p><ul><li>Review current encryption settings in Application Insights.</li><li>Consult your organization's security policies to verify compliance.</li></ul><p><strong>Regular Security Audits:</strong></p><p>Conduct regular security audits and penetration testing to identify potential vulnerabilities:</p><ul><li>Use Azure Security Center to analyze security recommendations.</li><li>Plan regular security assessments and address identified vulnerabilities promptly.</li></ul><p>By following the above guidelines, you can better secure your Azure Application Insights environment, thereby improving the overall security of your application monitoring setup.</p><p><strong>References</strong></p><ul><li><a href=""https://learn.microsoft.com/en-us/azure/role-based-access-control/best-practices"">Best practices for Azure RBAC</a></li><li><a href=""https://learn.microsoft.com/en-us/azure/azure-monitor/logs/log-query-overview"">Log Query Overview in Azure Monitor</a></li><li><a href=""https://learn.microsoft.com/en-us/azure/security-center/security-center-introduction"">Introduction to Azure Security Center</a></li></ul>",recommended,not-tested
438de44e-0ebd-476b-a23e-9d7c08492a01,C-COGNITIVE-SERVICES-IM-1,Azure Cognitive Service,Tampering,Unauthorized access due to misconfigured Azure AD authentication controls,Use centralized identity and authentication system,"Azure Active Directory (Azure AD) is Azure's identity and authentication management service. You should standardize on Azure AD to govern your organization's identity and authentication in:
- Microsoft cloud resources, such as Azure Storage, Azure Virtual Machines (Linux and Windows), Azure Key Vault, PaaS, and SaaS applications.
- Your organization's resources, such as applications on Azure, third-party applications running on your corporate network resources, and third-party SaaS applications. 
- Your enterprise identities in Active Directory by synchronization to Azure AD to ensure a consistent and centrally managed identity strategy.

For the Azure services that apply, avoid use of local authentication methods and instead use Azure Active Directory to centralize your service authentications.

Note: As soon as it is technically feasible, you should migrate on-premises Active Directory-based applications to Azure AD. This could be an Azure AD Enterprise Directory, Business to Business configuration, or Business to consumer configuration.",recommended,not-tested
449299ab-8815-4f01-99e8-5ea45f8c601b,C-COGNITIVE-SERVICES-LT-4,Azure Cognitive Service,Repudiation,Undetected unauthorized activities due to lack of resource logs,Enable network logging for security investigation,"Enable and collect network security group (NSG) resource logs, NSG flow logs, Azure Firewall logs, and Web Application Firewall (WAF) logs, and logs from virtual machines via the network traffic data collection agent for security analysis to support incident investigations, and security alert generation. You can send the flow logs to an Azure Monitor Log Analytics workspace and then use Traffic Analytics to provide insights.

Collect DNS query logs to assist in correlating other network data.",recommended,not-tested
45baf28a-f08d-4a56-9d98-de303d7580ed,C-STORAGE-IM-3,Azure Storage,Information Disclosure,Insecure storage of credentials and hard-coded credentials in configuration files,Manage application identities securely and automatically,"Use Azure managed identities, which can authenticate to Azure services and resources that support Azure AD authentication. Managed identity credentials are fully managed, rotated, and protected by the platform, avoiding hard-coded credentials in source code or configuration files. 

For services that don't support managed identities, use Azure AD to create a service principal with restricted permissions at the resource level. It is recommended to configure service principals with certificate credentials and fall back to client secrets for authentication. 
",recommended,not-tested
48fda7ff-818f-4894-9899-634c8983970a,C-STORAGE-PA-8,Azure,Elevation of Privilege,Unauthorized access to Azure Storage data via Azure AD permissions,Choose approval process for third-party support,"In support scenarios where Microsoft needs to access your data, use Customer Lockbox to review and either approve or reject each data access request made by Microsoft.",recommended,not-tested
499957b4-585f-45c6-a487-8876799d41a3,C-AZURE-IOT-EDGE-CNT-03,IoT Edge Device,Tampering,Lack of runtime attestation,Integrate runtime attestation,"<p>Ensuring that Azure IoT Edge devices are running only authorized software is critical for maintaining the security and integrity of IoT environments. Implementing runtime attestation mechanisms can effectively verify the software integrity and authenticity on these devices. Follow the steps below to set up and utilize runtime attestation:</p>

<ol>
    <li>
        <p><strong>Enable Device Identity and Access Control:</strong></p>
        <ul>
            <li>Assign each IoT Edge device a unique identity through the Azure IoT Hub. This helps maintain a secure channel for communication and attestation verification.</li>
            <li>Utilize Azure Active Directory to manage role-based access controls, ensuring that only authorized users and services can interact with your IoT Edge devices.</li>
        </ul>
    </li>
    <li>
        <p><strong>Use TPM for Secure Attestation:</strong></p>
        <ul>
            <li>Make sure your IoT Edge devices support a Trusted Platform Module (TPM). TPMs provide a hardware-based mechanism for securely storing cryptographic keys and credentials.</li>
            <li>Configure the IoT Edge runtime on devices to use the TPM for performing and verifying attestation processes.</li>
        </ul>
    </li>
    <li>
        <p><strong>Configure Azure Policy for Compliance:</strong></p>
        <ul>
            <li>Set up Azure Policy definitions that specify the allowed images and software versions for your IoT Edge deployments. This assists in maintaining fleet-wide compliance.</li>
            <li>Regularly audit and update these policies to reflect new requirements and software updates.</li>
        </ul>
    </li>
    <li>
        <p><strong>Set Up Automated Security Monitoring:</strong></p>
        <ul>
            <li>Use Azure Security Center for IoT to monitor the security posture of your IoT Edge devices in real-time, identifying any unauthorized modifications to runtime configurations.</li>
            <li>Implement alerts that notify you immediately when an attestation fails, triggering a review or automated remediation process.</li>
        </ul>
    </li>
    <li>
        <p><strong>Perform Regular Software Updates and Patching:</strong></p>
        <ul>
            <li>Regularly update and patch your IoT Edge software and modules to mitigate known vulnerabilities. Use the automatic updates feature when applicable.</li>
            <li>Craft a continuous deployment pipeline using Azure DevOps to push secure software updates while ensuring they go through proper attestation checks before going live.</li>
        </ul>
    </li>
    <li>
        <p><strong>Review Attestation Logs:</strong></p>
        <ul>
            <li>Periodically review attestation logs and reports within Azure to ensure that only authorized software is running on your devices.</li>
            <li>Utilize these logs to identify patterns or anomalies that might indicate a security breach.</li>
        </ul>
    </li>
</ol>

<p><strong>References</strong></p>
<ul>
    <li><a href=""https://learn.microsoft.com/en-us/azure/iot-edge/security"">Azure IoT Edge Security</a></li>
</ul>
",recommended,not-tested
4a0b62d4-01dc-4ba7-8d79-dde48ba989b7,C-IOT-HUB-LT-4,Azure IoT Hub,Repudiation,Undetected unauthorized activities due to lack of resource logs,Enable network logging for security investigation,"Enable and collect network security group (NSG) resource logs, NSG flow logs, Azure Firewall logs, and Web Application Firewall (WAF) logs, and logs from virtual machines via the network traffic data collection agent for security analysis to support incident investigations, and security alert generation. You can send the flow logs to an Azure Monitor Log Analytics workspace and then use Traffic Analytics to provide insights.

Collect DNS query logs to assist in correlating other network data.",recommended,not-tested
4e920a91-2bcd-45fe-a09d-2089d5c13884,C-STORAGE-DP-1,Azure,Information Disclosure,Unauthorized access to customer-managed keys and data in Azure Storage,"Discover, classify, and label sensitive data","Use tools such as Microsoft Purview, which combines the former Azure Purview and Microsoft 365 compliance solutions, and Azure SQL Data Discovery and Classification to centrally scan, classify, and label the sensitive data that reside in the Azure, on-premises, Microsoft 365, and other locations.",recommended,not-tested
59b27188-7882-4ceb-a389-9a7e59ac5e74,C-AZURE-APPLICATION-INSIGHTS-CNT-02,IoTEdgeMetricsCollector,Elevation of Privilege,Attackers gain access to the system by exploiting weak security configurations,Ensure Application Insights are configured,"<p>The absence of a countermeasure in Azure Application Insights could expose your system to threats and vulnerabilities. It is important to implement relevant security controls to ensure the safety and integrity of your data and infrastructure. Here is a step-by-step guide on how to secure your Azure Application Insights:</p>

<ol>
    <li><strong>Access Control:</strong> Implement role-based access control to restrict permissions. To configure these settings:
        <ol type=""a"">
            <li>Go to the Azure portal and select your application insights resource.</li>
            <li>Click on ""Access Control (IAM)"" from the left-hand menu.</li>
            <li>Use the ""Add"" button to assign roles to users, groups, or managed identities.</li>
            <li>Select the appropriate role based on the principle of least privilege.</li>
        </ol>
    </li>
    <li><strong>Monitor Telemetry:</strong> Regularly review telemetry data to detect abnormal patterns:
        <ol type=""a"">
            <li>In the Azure portal, navigate to your Application Insights resource.</li>
            <li>Select ""Metrics"" to view and set up alerts on usage and performance data.</li>
            <li>Configure alerts to notify you of unusual activity or thresholds being exceeded.</li>
        </ol>
    </li>
    <li><strong>Data Encryption:</strong> Ensure data encryption both at rest and in transit:
        <ol type=""a"">
            <li>Verify that server-side encryption is enabled for your telemetry data.</li>
            <li>Use HTTPS endpoints to send data securely to Application Insights.</li>
            <li>If possible, configure client-side encryption for additional data protection.</li>
        </ol>
    </li>
    <li><strong>Configuration Monitoring:</strong> Regularly review the settings of your Application Insights environment:
        <ol type=""a"">
            <li>Access the ""Properties"" section in your Application Insights resource.</li>
            <li>Periodically audit the connection strings and instrumentation keys.</li>
            <li>Ensure that endpoint configurations are securely set.</li>
        </ol>
    </li>
    <li><strong>Network Security:</strong> Implement network security controls to protect against unauthorized access:
        <ol type=""a"">
            <li>Consider using service endpoints or private endpoints where applicable.</li>
            <li>Adjust network security group rules to limit inbound and outbound traffic.</li>
        </ol>
    </li>
</ol>

<p><strong>References</strong></p>
<ul>
    <li><a href=""https://docs.microsoft.com/en-us/azure/role-based-access-control/overview"">Understanding Azure role-based access control (Azure RBAC)</a></li>
    <li><a href=""https://docs.microsoft.com/en-us/azure/azure-monitor/essentials/metrics-getting-started"">Azure Monitor metrics</a></li>
    
    <li><a href=""https://docs.microsoft.com/en-us/azure/virtual-network/security-overview"">Azure Virtual Network security</a></li>
</ul>",recommended,not-tested
60e43220-00a5-4c7d-be46-2c045078b96e,C-STORAGE-PA-7,Azure Storage,Elevation of Privilege,Unauthorized access to Azure Storage data via Azure AD permissions,Follow just enough administration (least privilege) principle,"Use Azure role-based access control (Azure RBAC) to manage Azure resource access through role assignments. Through RBAC, you can assign roles to users, groups, service principals, and managed identities. There are pre-defined built-in roles for certain resources, and these roles can be inventoried or queried through tools such as Azure CLI, Azure PowerShell, and the Azure portal. 

The privileges you assign to resources through Azure RBAC should always be limited to what's required by the roles. Limited privileges will complement the just-in-time (JIT) approach of Azure AD Privileged Identity Management (PIM), and those privileges should be reviewed periodically. If required, you can also use PIM to define a time-bound assignment, which is a condition in a role assignment where a user can only activate the role within the specified start and end dates. 

Note: Use Azure built-in roles to allocate permissions and only create custom roles when required.",recommended,not-tested
620f2d05-f384-47f2-a26d-94a0951ebe3f,C-AZURE-IOT-EDGE-CNT-03,M1,Tampering,Lack of runtime attestation,Integrate runtime attestation,"<p>Ensuring that Azure IoT Edge devices are running only authorized software is critical for maintaining the security and integrity of IoT environments. Implementing runtime attestation mechanisms can effectively verify the software integrity and authenticity on these devices. Follow the steps below to set up and utilize runtime attestation:</p>

<ol>
    <li>
        <p><strong>Enable Device Identity and Access Control:</strong></p>
        <ul>
            <li>Assign each IoT Edge device a unique identity through the Azure IoT Hub. This helps maintain a secure channel for communication and attestation verification.</li>
            <li>Utilize Azure Active Directory to manage role-based access controls, ensuring that only authorized users and services can interact with your IoT Edge devices.</li>
        </ul>
    </li>
    <li>
        <p><strong>Use TPM for Secure Attestation:</strong></p>
        <ul>
            <li>Make sure your IoT Edge devices support a Trusted Platform Module (TPM). TPMs provide a hardware-based mechanism for securely storing cryptographic keys and credentials.</li>
            <li>Configure the IoT Edge runtime on devices to use the TPM for performing and verifying attestation processes.</li>
        </ul>
    </li>
    <li>
        <p><strong>Configure Azure Policy for Compliance:</strong></p>
        <ul>
            <li>Set up Azure Policy definitions that specify the allowed images and software versions for your IoT Edge deployments. This assists in maintaining fleet-wide compliance.</li>
            <li>Regularly audit and update these policies to reflect new requirements and software updates.</li>
        </ul>
    </li>
    <li>
        <p><strong>Set Up Automated Security Monitoring:</strong></p>
        <ul>
            <li>Use Azure Security Center for IoT to monitor the security posture of your IoT Edge devices in real-time, identifying any unauthorized modifications to runtime configurations.</li>
            <li>Implement alerts that notify you immediately when an attestation fails, triggering a review or automated remediation process.</li>
        </ul>
    </li>
    <li>
        <p><strong>Perform Regular Software Updates and Patching:</strong></p>
        <ul>
            <li>Regularly update and patch your IoT Edge software and modules to mitigate known vulnerabilities. Use the automatic updates feature when applicable.</li>
            <li>Craft a continuous deployment pipeline using Azure DevOps to push secure software updates while ensuring they go through proper attestation checks before going live.</li>
        </ul>
    </li>
    <li>
        <p><strong>Review Attestation Logs:</strong></p>
        <ul>
            <li>Periodically review attestation logs and reports within Azure to ensure that only authorized software is running on your devices.</li>
            <li>Utilize these logs to identify patterns or anomalies that might indicate a security breach.</li>
        </ul>
    </li>
</ol>

<p><strong>References</strong></p>
<ul>
    <li><a href=""https://learn.microsoft.com/en-us/azure/iot-edge/security"">Azure IoT Edge Security</a></li>
</ul>
",recommended,not-tested
6235c487-2243-428f-a9b3-be93cc49f51c,C-IOT-HUB-IM-3,Azure IoT Hub,Tampering,Unauthorized access via local authentication and hard-coded credentials,Manage application identities securely and automatically,"Use Azure managed identities, which can authenticate to Azure services and resources that support Azure AD authentication. Managed identity credentials are fully managed, rotated, and protected by the platform, avoiding hard-coded credentials in source code or configuration files. 

For services that don't support managed identities, use Azure AD to create a service principal with restricted permissions at the resource level. It is recommended to configure service principals with certificate credentials and fall back to client secrets for authentication. 
",recommended,not-tested
6a24f465-a54f-4a07-8001-f0e5408abdef,C-STORAGE-IM-8,Azure,Information Disclosure,Insecure storage of credentials and hard-coded credentials in configuration files,Restrict the exposure of credential and secrets,"When using a managed identity is not an option, ensure that secrets and credentials are stored in secure locations such as Azure Key Vault, instead of embedding them into the code and configuration files. 

If you use Azure DevOps and GitHub for your code management platform:
- Implement Azure DevOps Credential Scanner to identify credentials within the code. 
- For GitHub, use the native secret scanning feature to identify credentials or other forms of secrets within the code.

Clients such as Azure Functions, Azure Apps services, and VMs can use managed identities to access Azure Key Vault securely. See Data Protection controls related to the use of Azure Key Vault for secrets management.

Note: Azure Key Vault provides automatic rotation for supported services. For secrets which cannot be automatically rotated, ensure they are manually rotated periodically and purged when no longer in use. ",recommended,not-tested
6f0ddf88-8b7a-4212-af2e-69a9ad45b7eb,C-COGNITIVE-SERVICES-DP-5,Azure Cognitive Service,Information Disclosure,Unauthorized access to customer-managed keys and data loss prevention,Use customer-managed key option in data at rest encryption when required,"Azure also provides an encryption option using keys managed by yourself (customer-managed keys) for most services. 

Azure Key Vault Standard, Premium, and Managed HSM are natively integrated with many Azure Services for customer-managed key use cases. You may use Azure Key Vault to generate your key or bring your own keys.

However, using the customer-managed key option requires additional operational effort to manage the key lifecycle. This may include encryption key generation, rotation, revoke, and access control, etc. ",recommended,not-tested
6f1251f2-01d5-450e-a79b-3871cb99cda9,C-COGNITIVE-SERVICES-NS-2,Azure Cognitive Service,Information Disclosure,"Unauthorized public network access bypasses restrictions, compromising data security",Secure cloud native services with network controls,"Deploy private endpoints for all Azure resources that support the Private Link feature, to establish a private access point for the resources. Using Private Link will keep the private connection from routing through the public network. 

Note: Certain Azure services may also allow private communication through the service endpoint feature, though it is recommended to use Azure Private Link for secure and private access to services hosted on Azure platform.

For certain services, you can choose to deploy VNet integration for the service where you can restrict/isolate the VNET to establish a private access point for the service. 

You also have the option to configure the service native network ACL rules or simply disable public network access to block access from the public network. 

For Azure VMs, unless there is a strong use case, you should avoid assigning public IPs/subnet directly to the VM interface and instead use gateway or load balancer services as the front-end for access by the public network. 
",recommended,not-tested
70bd171f-ec8a-49dd-a9be-aa9083c986fa,C-AZURE-APPLICATION-INSIGHTS-CNT-01,IoTEdgeMetricsCollector,Repudiation,Exploitation of insufficient logging and monitoring,Enable diagnostic logs auditing for Microsoft Azure,"<p>Implementing effective countermeasures in Azure Application Insights is crucial for ensuring the security and reliability of your application monitoring. Although no default action may be necessary, it is important to consider the following steps to enhance security:</p><p><strong>Review Current Configurations:</strong></p><p>Examine existing Application Insights configurations within your Azure portal to understand the baseline settings and identify any potential exposures. Follow these steps to review configurations:</p><ul><li>Log in to the Azure portal.</li><li>Navigate to your Application Insights resource.</li><li>Access 'Overview' and 'Settings' sections to evaluate current configurations.</li></ul><p><strong>Enable Access Control:</strong></p><p>Utilize Role-Based Access Control (RBAC) to restrict access based on the principle of least privilege by following these steps:</p><ul><li>Navigate to your Application Insights resource in the Azure portal.</li><li>Select 'Access control (IAM)'.</li><li>Assign roles appropriate to users, ensuring only necessary roles are provided.</li></ul><p><strong>Implement IP Restrictions:</strong></p><p>Safeguard data from unauthorized network access by configuring IP restrictions:</p><ul><li>Go to the 'Networking' section of your Application Insights resource.</li><li>Add specific IP addresses or ranges that are permitted to access these resources.</li><li>Save your configuration to enforce the IP restrictions.</li></ul><p><strong>Use Diagnostic Logs:</strong></p><p>Enable and regularly review diagnostic logs to monitor access and usage patterns:</p><ul><li>Navigate to the 'Monitoring' section in Azure portal.</li><li>Select 'Logs' and configure diagnostics settings as required.</li><li>Set up alerts for any unusual activity patterns detected in the logs.</li></ul><p><strong>Ensure Data Encryption:</strong></p><p>Verify that data is encrypted both in transit and at rest, and ensure alignment with security standards:</p><ul><li>Review current encryption settings in Application Insights.</li><li>Consult your organization's security policies to verify compliance.</li></ul><p><strong>Regular Security Audits:</strong></p><p>Conduct regular security audits and penetration testing to identify potential vulnerabilities:</p><ul><li>Use Azure Security Center to analyze security recommendations.</li><li>Plan regular security assessments and address identified vulnerabilities promptly.</li></ul><p>By following the above guidelines, you can better secure your Azure Application Insights environment, thereby improving the overall security of your application monitoring setup.</p><p><strong>References</strong></p><ul><li><a href=""https://learn.microsoft.com/en-us/azure/role-based-access-control/best-practices"">Best practices for Azure RBAC</a></li><li><a href=""https://learn.microsoft.com/en-us/azure/azure-monitor/logs/log-query-overview"">Log Query Overview in Azure Monitor</a></li><li><a href=""https://learn.microsoft.com/en-us/azure/security-center/security-center-introduction"">Introduction to Azure Security Center</a></li></ul>",recommended,not-tested
71bc4788-d676-4a77-a4fb-fe1c93e87894,C-BROWSER-CNT-04,Browser,Spoofing,Attackers conduct phishing attacks through deceptive websites,Activate URL filtering mechanisms,"<p>Implement and regularly update URL filtering mechanisms on all client machines to protect against phishing attacks and access to deceptive websites. These mechanisms help detect and block access to known malicious domains and prevent users from visiting harmful sites that could compromise credentials or lead to malware infections. Regular updates and reviews ensure that the URL filtering remains effective against evolving threats.</p><p><strong>Implementation Steps:</strong></p><p><strong>Configure Browser Settings:</strong><br>Set the browser's URL filtering features via built-in settings or through centralized management policies to block access to high-risk websites.</p><p><strong>Integrate with Threat Intelligence:</strong><br>Leverage reputable threat intelligence feeds to update filtering rules and identify new malicious URLs continuously.</p><p><strong>Schedule Regular Audits:</strong><br>Perform periodic reviews of the URL filtering configuration to ensure it is properly enforced and updated in line with the latest threat data.</p><p><strong>Monitor and Alert:</strong><br>Establish monitoring mechanisms to detect attempts to access blocked URLs and alert administrators for further investigation.</p><p><strong>References:</strong></p><ul><li><a href=""https://safebrowsing.google.com"">Google Safe Browsing API</a></li></ul>",recommended,not-tested
7578732f-0499-4517-8b85-e9bf7ce8c484,C-COGNITIVE-SERVICES-PA-8,Azure Cognitive Service,Elevation of Privilege,Unauthorized access to Azure resources through misconfigured RBAC roles,Choose approval process for third-party support,"In support scenarios where Microsoft needs to access your data, use Customer Lockbox to review and either approve or reject each data access request made by Microsoft.",recommended,not-tested
764a955a-e932-4879-81e1-f2276f6b8613,C-STORAGE-PA-7,Azure,Elevation of Privilege,Unauthorized access to Azure Storage data via Azure AD permissions,Follow just enough administration (least privilege) principle,"Use Azure role-based access control (Azure RBAC) to manage Azure resource access through role assignments. Through RBAC, you can assign roles to users, groups, service principals, and managed identities. There are pre-defined built-in roles for certain resources, and these roles can be inventoried or queried through tools such as Azure CLI, Azure PowerShell, and the Azure portal. 

The privileges you assign to resources through Azure RBAC should always be limited to what's required by the roles. Limited privileges will complement the just-in-time (JIT) approach of Azure AD Privileged Identity Management (PIM), and those privileges should be reviewed periodically. If required, you can also use PIM to define a time-bound assignment, which is a condition in a role assignment where a user can only activate the role within the specified start and end dates. 

Note: Use Azure built-in roles to allocate permissions and only create custom roles when required.",recommended,not-tested
7b347411-0634-4d7b-9f5a-3c18f6b8608a,C-IOT-HUB-AM-2,Azure IoT Hub,Information Disclosure,Unauthorized access due to misconfigured Azure resources,Use only approved services,Use Azure Policy to audit and restrict which services users can provision in your environment. Use Azure Resource Graph to query for and discover resources within their subscriptions. You can also use Azure Monitor to create rules to trigger alerts when a non-approved service is detected.,recommended,not-tested
81440403-d110-4042-9c6f-07e16656d839,C-STORAGE-DP-2,Azure,Information Disclosure,Unauthorized access to customer-managed keys and data in Azure Storage,Monitor anomalies and threats targeting sensitive data,"Use Azure Information protection (AIP) to monitor the data that has been classified and labeled.

Use Microsoft Defender for Storage, Microsoft Defender for SQL, Microsoft Defender for open-source relational databases, and Microsoft Defender for Cosmos DB to alert on anomalous transfer of information that might indicate unauthorized transfers of sensitive data information.  

Note: If required for compliance of data loss prevention (DLP), you can use a host-based DLP solution from Azure Marketplace or a Microsoft 365 DLP solution to enforce detective and/or preventative controls to prevent data exfiltration.",recommended,not-tested
853afe4c-7468-41d7-a285-9015b9b32f97,C-COGNITIVE-SERVICES-IM-8,Azure Cognitive Service,Tampering,Unauthorized access due to misconfigured Azure AD authentication controls,Restrict the exposure of credential and secrets,"When using a managed identity is not an option, ensure that secrets and credentials are stored in secure locations such as Azure Key Vault, instead of embedding them into the code and configuration files. 

If you use Azure DevOps and GitHub for your code management platform:
- Implement Azure DevOps Credential Scanner to identify credentials within the code. 
- For GitHub, use the native secret scanning feature to identify credentials or other forms of secrets within the code.

Clients such as Azure Functions, Azure Apps services, and VMs can use managed identities to access Azure Key Vault securely. See Data Protection controls related to the use of Azure Key Vault for secrets management.

Note: Azure Key Vault provides automatic rotation for supported services. For secrets which cannot be automatically rotated, ensure they are manually rotated periodically and purged when no longer in use. ",recommended,not-tested
85c5b527-eefe-43dd-812a-70eb04436af1,C-VIDEO-CAMERA-CNT-06,USB Video Camera,Tampering,Attackers physically sabotage or gain direct access to the camera,Implement tamper-resistant hardware and secure physical placement,"<p>Implementing tamper-resistant hardware and ensuring secure physical placement are essential security measures designed to protect video cameras from unauthorized physical access, tampering, and environmental threats. These practices enhance the overall security posture of video surveillance systems by safeguarding the integrity and functionality of the hardware components.</p><p><strong>Tamper-Resistant Hardware:</strong><br>Utilize video cameras and related hardware that are specifically designed to resist physical tampering. This includes features such as hardened casings, secure mounting mechanisms, and tamper-evident seals that alert administrators to any unauthorized attempts to access or modify the device. Tamper-resistant hardware may also incorporate built-in sensors that trigger alarms or notifications if the device is being tampered with, providing an additional layer of security against physical breaches.</p><p><strong>Secure Physical Placement:</strong><br>Strategically position video cameras in locations that minimize the risk of unauthorized access and tampering. This involves mounting cameras out of easy reach, using secure enclosures, and placing them in areas with controlled access. Additionally, ensuring that cameras are installed in well-lit and monitored environments can deter potential attackers. Proper placement also considers environmental factors to protect cameras from weather-related damage and ensure consistent performance.</p><p><strong>Reference:</strong></p><ul><li><a href=""https://www.edps.europa.eu/data-protection/data-protection/reference-library/video-surveillance_en"">Guide to Securing Video Surveillance Systems</a></li></ul>",recommended,not-tested
8d744849-ea06-4796-bf21-1077466ddd5e,C-COGNITIVE-SERVICES-IM-7,Azure Cognitive Service,Tampering,Unauthorized access due to misconfigured Azure AD authentication controls,Restrict resource access based on conditions,"Use Azure AD conditional access for more granular access controls based on user-defined conditions, such as requiring user logins from certain IP ranges (or devices) to use MFA. Azure AD Conditional Access allows you to enforce access controls on your organization’s apps based on certain conditions. 

Define the applicable conditions and criteria for Azure AD conditional access in the workload. Consider the following common use cases: 
- Requiring multi-factor authentication for users with administrative roles
- Requiring multi-factor authentication for Azure management tasks
- Blocking sign-ins for users attempting to use legacy authentication protocols
- Requiring trusted locations for Azure AD Multi-Factor Authentication registration
- Blocking or granting access from specific locations
- Blocking risky sign-in behaviors
- Requiring organization-managed devices for specific applications

Note: Granular authentication session management controls can also be implemented through Azure AD conditional access policies such as sign-in frequency and persistent browser session.",recommended,not-tested
8ff41635-1194-4dac-9589-327815eece32,C-STORAGE-AM-2,Azure,Information Disclosure,Unauthorized network access to Azure Storage Account data,Use only approved services,Use Azure Policy to audit and restrict which services users can provision in your environment. Use Azure Resource Graph to query for and discover resources within their subscriptions. You can also use Azure Monitor to create rules to trigger alerts when a non-approved service is detected.,recommended,not-tested
